iter	Logloss
171	0.08013444606
172	0.07972732792
173	0.07923753475
174	0.07878484183
175	0.07840721006
176	0.07808681426
177	0.07763423765
178	0.07725859851
179	0.0769225485
180	0.07644733956
181	0.07605715496
182	0.07559372351
183	0.07510470569
184	0.07477440873
185	0.07433051598
186	0.07400074625
187	0.0737121551
188	0.07321699654
189	0.07287400719
190	0.07267825584
191	0.07237299477
192	0.07202366309
193	0.07152339501
194	0.07123540863
195	0.07086454562
196	0.07050009472
197	0.07008403685
198	0.06980064826
199	0.0694020124
200	0.06907796472
201	0.0687056208
202	0.06850200746
203	0.06820484875
204	0.06792540667
205	0.06770603831
206	0.06741638494
207	0.06717025168
208	0.06679365887
209	0.06645515101
210	0.06620614122
211	0.0659965267
212	0.0657517658
213	0.06558205829
214	0.06524793113
215	0.06499693258
216	0.06481063657
217	0.06464946173
218	0.06430278561
219	0.06397079065
220	0.06367984244
221	0.06338701403
222	0.06310870783
223	0.06284650942
224	0.06248069003
225	0.06219883275
226	0.06186548481
227	0.06160608152
228	0.06137632354
229	0.06101863365
230	0.06079564056
231	0.06052315332
232	0.06029641531
233	0.06007232899
234	0.05984849077
235	0.05961443351
236	0.0594264201
237	0.05922732314
238	0.059000841
239	0.0587555645
240	0.05859752205
241	0.05843014058
242	0.05819923897
243	0.05792332859
244	0.05769459407
245	0.05745545442
246	0.05727366316
247	0.05710289343
248	0.05695453117
249	0.05675494186
250	0.05656362161
251	0.05644209792
252	0.0562188257
253	0.05607502247
254	0.05585434766
255	0.05568215517
256	0.05552119744
257	0.05531133481
258	0.05511050108
259	0.05490116181
260	0.05474022733
261	0.0545521364
262	0.05430184341
263	0.05412087402
264	0.05386715401
265	0.05376397885
266	0.05358585885
267	0.05343053787
268	0.05321794215
269	0.05301196013
270	0.0528486531
271	0.05272750544
272	0.0525553556
273	0.05236536119
274	0.05214390716
275	0.05200822567
276	0.05180093719
277	0.05160175494
278	0.05147881237
279	0.05138782563
280	0.05120547225
281	0.05107260138
282	0.05087091865
283	0.0507269681
284	0.05058072253
285	0.05041035986
286	0.05015647314
287	0.0499730808
288	0.04978194663
289	0.04958620304
290	0.0494065905
291	0.04923648369
292	0.04911680144
293	0.04898649696
294	0.048796929
295	0.04867013295
296	0.04851125314
297	0.04839552903
298	0.04824163856
299	0.04809271805
300	0.04799076794
301	0.04788106825
302	0.04770887189
303	0.04759170563
304	0.04743467114
305	0.04716022228
306	0.04696291249
307	0.04675509678
308	0.04659153388
309	0.04647296037
310	0.04635781777
311	0.04630169442
312	0.04613815866
313	0.04599049421
314	0.0458434888
315	0.04570706685
316	0.04560651236
317	0.04547459129
318	0.04533784758
319	0.04520069681
320	0.04503465668
321	0.04489323376
322	0.04469777704
323	0.04453991681
324	0.04438545258
325	0.04424714654
326	0.04411309328
327	0.04399118191
328	0.04387666346
329	0.04377003802
330	0.04360481588
331	0.04342897152
332	0.04330843639
333	0.04319190979
334	0.04309989185
335	0.04299097526
336	0.04285554188
337	0.04274307809
338	0.04261807698
339	0.04249065678
340	0.04233418441
341	0.04221252116
342	0.04207352119
343	0.04201178822
344	0.0418798594
345	0.04178769026
346	0.04172828333
347	0.04161119849
348	0.04142171968
349	0.04128563113
350	0.04115759066
351	0.04107706334
352	0.04098399868
353	0.04078719286
354	0.04065058096
355	0.04056542094
356	0.04045046054
357	0.04026478481
358	0.04012992518
359	0.04001030495
360	0.03991264638
361	0.03980626905
362	0.03966527257
363	0.03954265563
364	0.0394169412
365	0.0393297963
366	0.03919250209
367	0.03904732262
368	0.03895601412
369	0.03888922591
370	0.03874909006
371	0.03862271658
372	0.03854007643
373	0.03841100863
374	0.03832265807
375	0.03819636988
376	0.03807398168
377	0.03799283408
378	0.03787321385
379	0.03775445039
380	0.03761298094
381	0.03753824156
382	0.03742291675
383	0.03731770244
384	0.03721582986
385	0.03713793483
386	0.03698773113
387	0.0369301385
388	0.03682096993
389	0.03669772109
390	0.03661378612
391	0.03649913974
392	0.03638334197
393	0.03630774971
394	0.03626739688
395	0.03618734251
396	0.03609840269
397	0.03600733067
398	0.03588607447
399	0.03578938895
400	0.03569263365
401	0.03562876849
402	0.0355444691
403	0.03548306566
404	0.03541990606
405	0.03536974899
406	0.03529651378
407	0.0351936759
408	0.03511178397
409	0.03506750401
410	0.03496039786
411	0.0348736794
412	0.03481503618
413	0.03473720318
414	0.03462607686
415	0.03452835238
416	0.03438085075
417	0.03427278317
418	0.03415477567
419	0.03407264337
420	0.03397255409
421	0.03389981898
422	0.03381365489
423	0.0337524259
424	0.03366255179
425	0.03357844236
426	0.03346999874
427	0.03340530396
428	0.03334066344
429	0.03323625549
430	0.03314819181
431	0.03309653057
432	0.03303359582
433	0.03296075604
434	0.03288484589
435	0.03282660197
436	0.03273266893
437	0.03264794699
438	0.03258655517
439	0.03250360295
440	0.03240488409
441	0.03231241257
442	0.03227171665
443	0.03220967936
444	0.03213841741
445	0.03201880494
446	0.03197462966
447	0.03190829308
448	0.03179485042
449	0.03171944812
450	0.03165256299
451	0.03155818024
452	0.03150707338
453	0.03141070188
454	0.03133153528
455	0.03124924016
456	0.03116555718
457	0.03106182378
458	0.03098013343
459	0.03090411861
460	0.03082872794
461	0.03075615953
462	0.03067009042
463	0.03059706455
464	0.03053688421
465	0.03047601188
466	0.03038793075
467	0.03028334641
468	0.03018173357
469	0.03014327646
470	0.0300947922
471	0.02998334993
472	0.02991253768
473	0.02987743393
474	0.02979018436
475	0.02973025795
476	0.02968749767
477	0.02964743948
478	0.02953971305
479	0.02948483801
480	0.02942593892
481	0.02937821838
482	0.0293256403
483	0.02924341884
484	0.02920940252
485	0.02914188354
486	0.02910456037
487	0.02906925116
488	0.02901371126
489	0.02896941774
490	0.02890739596
491	0.02881056313
492	0.02871317204
493	0.02864878546
494	0.02860244503
495	0.02853543584
496	0.02848167342
497	0.02843593194
498	0.02839180706
499	0.02832277422
500	0.02825699977
501	0.02816969786
502	0.02810288639
503	0.02806093635
504	0.02800880215
505	0.02793692379
506	0.0278534424
507	0.0277664138
508	0.02769586904
509	0.02762809614
510	0.02758004801
511	0.02754228483
512	0.02750377539
513	0.02746647354
514	0.0274285456
515	0.02737958257
516	0.02730956698
517	0.02726975108
518	0.02720302683
519	0.02714928767
520	0.02704489328
521	0.02699876801
522	0.02695215427
523	0.02691156884
524	0.02684558698
525	0.0267958486
526	0.0267138423
527	0.02666162863
528	0.02660438491
529	0.02651906013
530	0.02645966289
531	0.0264440552
532	0.0263487653
533	0.02628789685
534	0.0262455979
535	0.0262125023
536	0.02617558813
537	0.02607566167
538	0.02598176739
539	0.0259348784
540	0.02589324044
541	0.02587530477
542	0.02578018739
543	0.0257137035
544	0.02567853191
545	0.02560996428
546	0.02554442824
547	0.02548711862
548	0.02543452116
549	0.02538170272
550	0.02532635084
551	0.02529017131
552	0.02523157655
553	0.02520519156
554	0.02515286159
555	0.02510261148
556	0.02505788958
557	0.02499641248
558	0.02494013988
559	0.02487830612
560	0.024843906
561	0.0247944797
562	0.02476379736
563	0.0247453267
564	0.0247072088
565	0.02461682878
566	0.02455184906
567	0.02449534967
568	0.02444949577
569	0.02438544258
570	0.02434156193
571	0.02429055005
572	0.0242276812
573	0.02416469217
574	0.02413015055
575	0.024079034
576	0.0240289913
577	0.02399189492
578	0.02395951263
579	0.02388944858
580	0.0238076652
581	0.02375060368
582	0.02369896183
583	0.02365117344
584	0.02361917883
585	0.02355147765
586	0.02351580984
587	0.02348444326
588	0.02344782566
589	0.02341670525
590	0.0233758717
591	0.02334290985
592	0.02328216545
593	0.02324969594
594	0.02322724195
595	0.02317669721
596	0.02312873437
597	0.02309325459
598	0.02306124447
599	0.02300319439
600	0.02297099431
601	0.02293083532
602	0.02288363232
603	0.02283627037
604	0.02279757678
605	0.02273416131
606	0.02269019538
607	0.02266556655
608	0.02264202707
609	0.02259449842
610	0.02254595601
611	0.02251395559
612	0.02247515733
613	0.02243153254
614	0.02238867147
615	0.02235673114
616	0.02231126103
617	0.0222890629
618	0.0222433505
619	0.02220318569
620	0.02216601953
621	0.02212199351
622	0.0220835519
623	0.02202996587
624	0.02198975648
625	0.02194015185
626	0.02189690505
627	0.0218662072
628	0.02179889756
629	0.02175127588
630	0.02171988991
631	0.02168979296
632	0.021666426
633	0.02157723807
634	0.02153061076
635	0.02149275454
636	0.02146796482
637	0.0214450999
638	0.02137966078
639	0.02134556887
640	0.02132075783
641	0.02126575873
642	0.02121025178
643	0.0211816842
644	0.02115167253
645	0.02112385122
646	0.02110894521
647	0.02106985619
648	0.02104297305
649	0.02100751846
650	0.02096409526
651	0.02093201149
652	0.02089121865
653	0.02085863478
654	0.02083087549
655	0.02080297858
656	0.02076944103
657	0.02073801048
658	0.0206783535
659	0.02060454648
660	0.020564434
661	0.02053001838
662	0.02048900263
663	0.02045001441
664	0.02040379416
665	0.0203775371
666	0.02031474773
667	0.02028771726
668	0.02025906439
669	0.02021995793
670	0.02017952756
671	0.02013575352
672	0.02010296418
673	0.02005182824
674	0.02000216934
675	0.01997926759
676	0.01993018631
677	0.01989544504
678	0.01985489644
679	0.01982598576
680	0.01979902702
681	0.01974357047
682	0.01971116492
683	0.01968862758
684	0.01965777079
685	0.01962801499
686	0.01959110469
687	0.01956425062
688	0.0195286933
689	0.01949023037
690	0.01945310492
691	0.01941955768
692	0.0193941535
693	0.019366747
694	0.01932936761
695	0.01927863485
696	0.01924147257
697	0.01921789433
698	0.01919216451
699	0.01915795047
700	0.01910777208
701	0.0190725249
702	0.01903902418
703	0.01901132692
704	0.01897806075
705	0.01894215258
706	0.01890319731
707	0.01886742677
708	0.01883573842
709	0.01880286961
710	0.01876553869
711	0.01869925832
712	0.01867543585
713	0.01865093882
714	0.01861502485
715	0.01858599787
716	0.01856563537
717	0.01854432501
718	0.01849575159
719	0.01845013223
720	0.01840898661
721	0.01838294084
722	0.01836233992
723	0.01834309198
724	0.01830598397
725	0.01823447778
726	0.01820176985
727	0.0181922021
728	0.01814765465
729	0.01810883119
730	0.01807950183
731	0.01805849385
732	0.0180265729
733	0.01800261862
734	0.01795250032
735	0.01791647004
736	0.01789071696
737	0.01785697588
738	0.01782900337
739	0.017797253
740	0.01776187788
741	0.0177232657
742	0.01767643487
743	0.01764556257
744	0.01761577188
745	0.0175827228
746	0.01754063707
747	0.0175114841
748	0.01747749685
749	0.01745938479
750	0.01742355223
751	0.01737969871
752	0.01733503884
753	0.0173018095
754	0.01728110003
755	0.01723907052
756	0.01721146824
757	0.01718093128
758	0.01713606206
759	0.01710454041
760	0.01706880476
761	0.01704324552
762	0.01699751955
763	0.01695431926
764	0.01692611221
765	0.0169070019
766	0.0168856896
767	0.01684222958
768	0.01678751348
769	0.01675757742
770	0.01672838374
771	0.01668296791
772	0.01665500315
773	0.01663598394
774	0.01661631731
775	0.01657255684
776	0.01654111854
777	0.01650523364
778	0.0164846618
779	0.01644520062
780	0.01641626668
781	0.01639851128
782	0.01636994176
783	0.01632980021
784	0.01629432818
785	0.01627519848
786	0.01626055027
787	0.01623396466
788	0.01620905961
789	0.01616646798
790	0.01614329485
791	0.01611993371
792	0.01610338203
793	0.01606484933
794	0.01603465352
795	0.01601225283
796	0.0159848376
797	0.01596101125
798	0.01592228568
799	0.01589865413
800	0.01587111388
801	0.01584495471
802	0.01581025802
803	0.01578121457
804	0.01576520951
805	0.01575297941
806	0.01572401543
807	0.01568734161
808	0.01565620957
809	0.01563738807
810	0.01561153032
811	0.01557936901
812	0.0155550319
813	0.01552521213
814	0.01549200217
815	0.01545609304
816	0.01543481369
817	0.01540422633
818	0.01537703789
819	0.01533410898
820	0.01530992306
821	0.0152876474
822	0.01526645432
823	0.01523626045
824	0.01521328019
825	0.0151818574
826	0.01517029506
827	0.01514835571
828	0.01513229638
829	0.01511309399
830	0.01508313854
831	0.01505497413
832	0.01503310262
833	0.01499740961
834	0.01497516981
835	0.01495865302
836	0.01492783306
837	0.01490773418
838	0.01488207608
839	0.01486251994
840	0.0148398789
841	0.01481726887
842	0.01479761
843	0.01477182978
844	0.01474789003
845	0.01471760603
846	0.01468033422
847	0.01465285503
848	0.01462454137
849	0.01460999977
850	0.01459131008
851	0.0145737524
852	0.01455168414
853	0.01451953834
854	0.01449969338
855	0.01447901687
856	0.01445955183
857	0.01443122848
858	0.01440753782
859	0.01439510516
860	0.01437492875
861	0.01435432589
862	0.01433133401
863	0.01430754642
864	0.01428072045
865	0.01426208892
866	0.01424152289
867	0.01422022707
868	0.0142063232
869	0.01417728362
870	0.01415113996
871	0.01412149755
872	0.0141013473
873	0.01408640931
874	0.0140525374
875	0.01402491283
876	0.01400608357
877	0.01398966177
878	0.01395804708
879	0.01391743257
880	0.01390051454
881	0.01388200706
882	0.01385421288
883	0.01383477789
884	0.01381193041
885	0.01379292961
886	0.01376989702
887	0.01375323873
888	0.01372876012
889	0.01370589035
890	0.01368822218
891	0.01366632256
892	0.01364435704
893	0.01362869216
894	0.01360669078
895	0.01359643393
896	0.01357458859
897	0.01355076999
898	0.01351879573
899	0.01349537159
900	0.01346970089
901	0.01344557119
902	0.01342731375
903	0.01340857463
904	0.0133948016
905	0.01337385953
906	0.01335052068
907	0.01333048286
908	0.0133010934
909	0.01327514455
910	0.01325421411
911	0.01323001172
912	0.0132168231
913	0.01319863544
914	0.01317840475
915	0.01315767784
916	0.0131421535
917	0.01311376618
918	0.01309170277
919	0.01307602336
920	0.01305498534
921	0.01302488839
922	0.01301051931
923	0.01298859061
924	0.01296601741
925	0.01293049208
926	0.01290933097
927	0.01288339956
928	0.01285897232
929	0.01283522738
930	0.01281184491
931	0.0127917092
932	0.01277290321
933	0.01275987354
934	0.01272952847
935	0.01271025727
936	0.01269564202
937	0.01267013996
938	0.01266096859
939	0.01264404184
940	0.01262756867
941	0.01261243588
942	0.01259280317
943	0.01257435965
944	0.0125532189
945	0.01253449626
946	0.01251807639
947	0.01249367919
948	0.01246994782
949	0.01245380029
950	0.01243597996
951	0.01241463374
952	0.01239667482
953	0.01237349588
954	0.01234767398
955	0.01233175421
956	0.01229694025
957	0.01227947367
958	0.01226041569
959	0.01224351026
960	0.01223178026
961	0.01221117353
962	0.01219383682
963	0.01217558326
964	0.01214965378
965	0.01213164058
966	0.01211311081
967	0.01210116177
968	0.01208273182
969	0.01205828132
970	0.01203871549
971	0.01201051231
972	0.01199441615
973	0.01197568576
974	0.0119653601
975	0.01194778303
976	0.01192536005
977	0.01191451685
978	0.01189792156
979	0.01188160152
980	0.0118662807
981	0.01185567592
982	0.0118380029
983	0.01182265204
984	0.01181566037
985	0.01178822963
986	0.01177686017
987	0.01175967077
988	0.01174171766
989	0.01172406693
990	0.01170341755
991	0.01169023087
992	0.01167640066
993	0.01165907945
994	0.01164202477
995	0.01162581231
996	0.01160750447
997	0.01159798614
998	0.01158308208
999	0.01156526077
